Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,11858349
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,319910
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,3100025
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/19/16 00:00:00,11/20/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,84356
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,84356
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,14542
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,11864386
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,697844
AmazonEC2,NatGateway,USW2-NatGateway-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,320
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,773094113280
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,323945
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,62067
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,231928233984
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,13974
AmazonEC2,AssociateAddress,USW2-ElasticIP:IdleAddress,,11/19/16 00:00:00,11/20/16 00:00:00,24
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/19/16 00:00:00,11/20/16 00:00:00,48
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,3101457
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/19/16 00:00:00,11/20/16 00:00:00,24
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,128
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/19/16 00:00:00,11/20/16 00:00:00,24
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/19/16 00:00:00,11/20/16 00:00:00,0
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,100
AmazonEC2,PublicIP-In,USW2-APS1-AWS-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,40
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,40
AmazonEC2,LoadBalancing-PublicIP-Out,USW2-APN1-AWS-Out-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,2004
AmazonEC2,LoadBalancing-PublicIP-In,USW2-APN1-AWS-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,548
AmazonEC2,PublicIP-In,USW2-APN1-AWS-In-Bytes,,11/19/16 00:00:00,11/20/16 00:00:00,40
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/19/16 00:00:00,11/20/16 00:00:00,29053943808
AmazonEC2,CreateSnapshot,EBS:SnapshotUsage,,11/19/16 00:00:00,11/20/16 00:00:00,9423844728
AmazonEC2,CreateSnapshot,USW1-EBS:SnapshotUsage,,11/19/16 00:00:00,11/20/16 00:00:00,8731053096
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/20/16 00:00:00,11/21/16 00:00:00,24
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,3066145
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,568554
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/20/16 00:00:00,11/21/16 00:00:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,3065825
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,42089
AmazonEC2,CreateVolume-Gp2,EBS:VolumeUsage.gp2,,11/20/16 00:00:00,11/21/16 00:00:00,773094113280
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,427471
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,11/20/16 00:00:00,11/21/16 00:00:00,206158430208
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/20/16 00:00:00,11/21/16 00:00:00,48
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/20/16 00:00:00,11/21/16 00:00:00,24
AmazonEC2,NatGateway,USW2-NatGateway-Hours,,11/20/16 00:00:00,11/21/16 00:00:00,24
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/20/16 00:00:00,11/21/16 00:00:00,24
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/20/16 00:00:00,11/21/16 00:00:00,11816227
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/20/16 00:00:00,11/21/16 00:00:00,14765
